session_id,user_id,channel_id,channel_name,show_name,genre,timestamp,duration_minutes,region,subscription_type,device,platform,is_live,ads_watched,ad_revenue,engagement_score,buffer_count,completion_percentage
SID575481,U17241,CH035,KTV,Show_86,Movies,2025-07-29 00:50:41,118,South,Free,Mobile,Web,False,1,114.33,0.68,3,45.74
SID710590,U23322,CH037,Zee Telugu,Show_189,Movies,2025-07-27 13:34:45,8,Pan-India,Free,Smart TV,Web,False,4,587.96,0.72,0,84.7
SID390189,U39751,CH013,Star Sports 3,Show_49,Music,2025-07-27 17:51:19,96,East,Premium,Tablet,iOS,True,1,50.79,0.37,2,46.38
SID669175,U32982,CH037,Zee Telugu,Show_180,News,2025-07-28 21:16:32,61,West,Free,Laptop,Android,False,0,0.0,0.92,0,24.04
SID749566,U10514,CH027,CNN-News18,Show_68,News,2025-07-26 01:11:07,168,East,Premium,Smart TV,iOS,True,4,591.45,0.66,1,43.65
SID925034,U24035,CH034,Zee Tamil,Show_188,Music,2025-07-30 03:44:03,105,Central,Basic,Mobile,FireTV,True,1,170.69,0.69,1,45.34
SID494693,U48192,CH002,Colors TV,Show_23,Entertainment,2025-07-27 08:58:09,19,Northeast,Basic,Mobile,Android,True,3,590.91,0.83,0,74.34
SID360554,U29185,CH014,Star Sports Select 1,Show_153,News,2025-07-30 14:59:15,58,Northeast,Basic,Laptop,FireTV,True,0,0.0,0.23,1,42.54
SID384625,U33517,CH037,Zee Telugu,Show_125,Kids,2025-07-28 23:49:14,49,West,Premium,Smart TV,FireTV,False,0,0.0,0.72,2,66.16
SID261771,U53414,CH044,Zee Marathi,Show_90,Sports,2025-07-26 18:04:38,123,West,Free,Smart TV,Web,False,2,54.07,0.36,1,47.89
SID833551,U38710,CH025,Republic Bharat,Show_126,News,2025-07-28 03:00:55,164,Pan-India,Free,Mobile,iOS,False,4,303.84,0.95,1,74.61
SID341070,U35424,CH043,Colors Kannada,Show_33,Sports,2025-07-31 12:42:06,165,East,Premium,Laptop,iOS,False,1,127.64,0.7,1,28.41
SID717617,U42846,CH045,Zee Bangla,Show_147,Entertainment,2025-07-31 06:47:00,57,Central,Free,Laptop,Web,False,0,0.0,0.78,0,88.82
SID588272,U52440,CH044,Zee Marathi,Show_9,Music,2025-07-25 06:42:48,87,West,Premium,Laptop,FireTV,True,5,116.71,0.59,2,66.86
SID172324,U42023,CH027,CNN-News18,Show_33,News,2025-07-30 11:03:09,165,South,Premium,Mobile,Roku,False,5,595.96,0.75,1,42.91
SID439338,U22279,CH012,Star Sports 2,Show_15,Music,2025-07-28 03:59:55,83,North,Basic,Mobile,iOS,False,3,398.0,0.31,2,27.52
SID981959,U13304,CH013,Star Sports 3,Show_153,Sports,2025-07-31 05:39:06,114,Central,Free,Laptop,FireTV,True,4,484.01,0.41,3,43.67
SID781136,U23247,CH028,NDTV India,Show_83,News,2025-07-26 11:38:27,90,Pan-India,Basic,Mobile,FireTV,True,0,0.0,0.37,2,61.67
SID312625,U25185,CH015,Star Sports Select 2,Show_34,Sports,2025-07-25 00:04:23,40,North,Premium,Laptop,Roku,False,1,177.18,0.88,0,23.93
SID929958,U42681,CH043,Colors Kannada,Show_44,Sports,2025-07-25 03:47:59,150,North,Free,Mobile,iOS,False,3,244.74,0.68,2,27.86
SID803627,U28367,CH002,Colors TV,Show_127,Entertainment,2025-07-31 01:38:42,76,Central,Basic,Laptop,iOS,False,4,273.26,0.62,2,81.14
SID233014,U12822,CH004,Zee TV,Show_10,Entertainment,2025-07-31 03:59:03,124,Northeast,Premium,Smart TV,iOS,False,2,315.92,0.61,1,29.62
SID201973,U55240,CH048,DD Bangla,Show_107,Music,2025-07-28 04:05:05,32,South,Basic,Smart TV,Web,True,1,14.99,0.53,3,67.38
SID431026,U46915,CH026,Times Now,Show_85,News,2025-07-30 02:36:23,172,East,Basic,Smart TV,iOS,True,0,0.0,0.63,1,84.22
SID911252,U40701,CH022,ABP News,Show_22,News,2025-07-31 09:42:50,122,Northeast,Premium,Laptop,Roku,False,5,763.79,0.45,0,58.4
SID840273,U36728,CH018,Sony Sports Ten 3,Show_4,Kids,2025-07-27 02:54:05,6,West,Premium,Mobile,Roku,False,2,285.45,0.76,2,92.59
SID385363,U14730,CH034,Zee Tamil,Show_58,Sports,2025-07-28 01:31:20,55,West,Basic,Mobile,FireTV,False,0,0.0,0.79,2,81.74
SID926211,U46634,CH039,Gemini TV,Show_30,Sports,2025-07-27 20:07:02,28,East,Free,Laptop,Android,False,3,264.13,0.51,3,68.51
SID201503,U53996,CH050,News18 Tamil Nadu,Show_108,News,2025-07-27 10:02:55,84,North,Free,Mobile,Android,False,1,196.16,0.27,1,80.32
SID818920,U24808,CH024,News18 India,Show_145,Sports,2025-07-30 12:16:59,119,Central,Free,Tablet,iOS,True,0,0.0,0.93,2,22.2
SID951702,U10899,CH009,Colors Rishtey,Show_92,Entertainment,2025-07-25 22:17:09,60,West,Premium,Mobile,Web,True,5,143.63,0.66,2,65.29
SID875992,U54173,CH026,Times Now,Show_65,News,2025-07-26 18:39:53,43,North,Basic,Tablet,Android,False,0,0.0,0.8,1,67.67
SID994099,U49414,CH031,Sun TV,Show_102,Entertainment,2025-07-29 19:46:50,135,Northeast,Basic,Mobile,Roku,False,2,262.67,0.71,2,28.3
SID217376,U31981,CH014,Star Sports Select 1,Show_12,Sports,2025-07-26 02:19:49,117,Central,Free,Laptop,Roku,True,1,54.8,0.57,2,23.94
SID231202,U10116,CH030,India Today,Show_22,Kids,2025-07-26 05:38:22,44,Northeast,Free,Laptop,FireTV,True,4,758.16,0.89,1,45.49
SID129624,U43966,CH049,News18 Kerala,Show_102,News,2025-07-30 23:16:29,160,Central,Premium,Smart TV,FireTV,False,1,36.46,0.74,0,79.67
SID895940,U10825,CH048,DD Bangla,Show_42,Entertainment,2025-07-26 17:39:55,34,North,Free,Laptop,FireTV,True,2,339.65,0.41,2,38.07
SID500485,U30371,CH003,Sony Entertainment Television,Show_61,Entertainment,2025-07-31 15:15:20,114,South,Free,Smart TV,Roku,True,3,170.62,0.93,1,24.79
SID357034,U45189,CH044,Zee Marathi,Show_148,Movies,2025-07-25 03:05:36,108,East,Free,Laptop,Roku,True,3,387.97,0.68,0,69.19
SID124272,U16316,CH030,India Today,Show_29,Sports,2025-07-26 22:57:32,51,North,Basic,Tablet,Android,True,2,264.31,0.58,3,49.24
SID760141,U19875,CH022,ABP News,Show_99,News,2025-07-29 20:42:54,158,Central,Premium,Tablet,Roku,False,0,0.0,0.67,3,22.58
SID955489,U53996,CH014,Star Sports Select 1,Show_40,Kids,2025-07-29 06:10:26,11,Pan-India,Premium,Smart TV,Web,True,1,89.36,0.98,2,79.98
SID351683,U49174,CH023,India TV,Show_167,News,2025-07-26 03:28:45,68,South,Free,Laptop,Android,False,4,704.52,0.65,1,72.92
SID626398,U50259,CH001,Star Plus,Show_101,Entertainment,2025-07-28 22:29:12,100,North,Basic,Tablet,Roku,True,5,380.05,0.97,2,27.83
SID388470,U10606,CH031,Sun TV,Show_142,Entertainment,2025-07-26 17:46:08,102,Northeast,Free,Mobile,FireTV,True,0,0.0,0.59,1,21.76
SID721922,U29631,CH029,Zee News,Show_3,News,2025-07-30 20:28:05,108,North,Basic,Smart TV,iOS,True,5,647.66,0.92,1,37.22
SID630755,U51716,CH008,Zee Anmol,Show_153,News,2025-07-27 06:00:31,125,North,Premium,Smart TV,Android,False,5,186.62,0.82,0,56.75
SID605321,U20958,CH002,Colors TV,Show_88,Entertainment,2025-07-30 23:22:31,86,West,Free,Smart TV,FireTV,True,0,0.0,0.55,3,28.77
SID337964,U18931,CH027,CNN-News18,Show_81,News,2025-07-30 07:13:04,101,West,Free,Laptop,FireTV,True,3,340.04,0.3,1,26.83
SID128789,U44728,CH050,News18 Tamil Nadu,Show_140,Entertainment,2025-07-25 19:05:32,75,South,Premium,Mobile,Web,True,5,359.25,0.51,0,41.13
SID602756,U42794,CH014,Star Sports Select 1,Show_53,Kids,2025-07-30 18:44:00,7,Central,Basic,Smart TV,FireTV,True,0,0.0,0.79,1,39.62
SID386589,U39279,CH039,Gemini TV,Show_98,Entertainment,2025-07-27 08:00:10,28,Northeast,Basic,Smart TV,Web,True,2,352.18,0.74,1,91.27
SID214103,U16764,CH045,Zee Bangla,Show_69,Entertainment,2025-07-31 10:06:19,92,Central,Free,Laptop,FireTV,False,4,618.59,0.75,1,77.58
SID824075,U27251,CH049,News18 Kerala,Show_6,Entertainment,2025-07-28 12:36:44,53,Pan-India,Free,Laptop,Android,False,2,132.84,0.31,3,93.15
SID161872,U56670,CH046,ETV Marathi,Show_104,Sports,2025-07-26 11:00:08,149,North,Premium,Mobile,Web,True,3,471.39,0.25,0,29.44
SID653930,U56069,CH027,CNN-News18,Show_187,News,2025-07-27 13:52:14,72,Northeast,Premium,Mobile,Web,True,1,115.87,0.34,0,75.58
SID875697,U52266,CH044,Zee Marathi,Show_152,Music,2025-07-29 21:32:17,121,Pan-India,Premium,Tablet,Android,True,2,66.69,0.66,3,85.98
SID318468,U16742,CH032,Star Vijay,Show_54,Entertainment,2025-07-25 08:27:37,99,North,Free,Laptop,Android,False,3,151.92,0.37,1,38.33
SID395258,U15476,CH012,Star Sports 2,Show_23,Entertainment,2025-07-29 14:04:01,30,Central,Basic,Mobile,Web,False,3,516.09,0.63,2,74.19
SID550389,U59271,CH016,Sony Sports Ten 1,Show_151,Sports,2025-07-29 19:52:28,19,West,Free,Mobile,iOS,False,2,61.13,0.52,0,81.99
SID333844,U23190,CH038,ETV Telugu,Show_184,Entertainment,2025-07-26 23:17:52,107,South,Premium,Tablet,Android,True,2,163.26,0.82,0,40.78
SID385306,U30049,CH032,Star Vijay,Show_29,Entertainment,2025-07-27 18:26:07,171,Central,Basic,Laptop,Android,False,3,560.36,0.52,3,73.27
SID414770,U28790,CH047,DD Sahyadri,Show_144,Sports,2025-07-26 17:25:47,60,South,Premium,Laptop,FireTV,False,3,393.2,0.6,3,78.37
SID409181,U20067,CH049,News18 Kerala,Show_184,Entertainment,2025-07-25 08:01:55,17,Pan-India,Free,Tablet,Web,True,4,764.11,0.62,0,49.0
SID871228,U38969,CH023,India TV,Show_108,Sports,2025-07-27 05:22:05,133,West,Basic,Smart TV,Roku,False,3,522.08,0.55,0,86.98
SID527184,U44936,CH047,DD Sahyadri,Show_179,Kids,2025-07-25 18:28:21,37,East,Premium,Smart TV,FireTV,False,4,389.05,0.49,2,95.67
SID423848,U42957,CH033,Colors Tamil,Show_94,Entertainment,2025-07-27 21:15:05,69,South,Premium,Laptop,FireTV,False,0,0.0,0.68,2,92.92
SID164324,U30995,CH004,Zee TV,Show_108,Entertainment,2025-07-28 04:55:20,6,South,Premium,Mobile,FireTV,True,3,408.32,0.63,1,22.68
SID943367,U50103,CH046,ETV Marathi,Show_12,Entertainment,2025-07-26 12:47:00,139,Northeast,Basic,Smart TV,Roku,True,1,193.63,0.73,2,82.93
SID790038,U12907,CH002,Colors TV,Show_108,Entertainment,2025-07-25 10:21:35,38,Northeast,Basic,Tablet,FireTV,True,2,334.61,0.38,3,75.46
SID994209,U39474,CH006,Sony SAB,Show_144,Movies,2025-07-25 12:34:33,179,West,Basic,Laptop,iOS,False,2,61.5,0.4,2,28.96
SID969247,U52943,CH004,Zee TV,Show_186,Entertainment,2025-07-30 05:48:43,5,Pan-India,Free,Tablet,Web,False,2,334.54,0.22,0,70.69
SID849118,U57356,CH005,Star Bharat,Show_46,Entertainment,2025-07-30 15:18:31,53,South,Premium,Tablet,Web,False,5,69.02,0.95,0,63.99
SID579510,U25345,CH032,Star Vijay,Show_101,Entertainment,2025-07-27 11:22:57,78,East,Free,Tablet,iOS,False,5,68.59,0.22,0,53.77
SID292258,U41353,CH033,Colors Tamil,Show_115,News,2025-07-28 00:21:26,145,North,Basic,Laptop,Web,True,5,163.31,0.72,1,28.05
SID283655,U10669,CH040,Asianet,Show_96,Entertainment,2025-07-28 06:11:52,151,North,Free,Mobile,Roku,True,5,310.7,0.22,1,88.39
SID868865,U43156,CH040,Asianet,Show_175,Entertainment,2025-07-26 08:28:51,50,Northeast,Premium,Tablet,Web,True,1,28.24,0.84,2,83.82
SID695116,U22948,CH001,Star Plus,Show_54,Entertainment,2025-07-29 16:42:36,153,South,Premium,Smart TV,Android,False,2,263.87,0.85,3,69.22
SID142947,U37700,CH023,India TV,Show_196,Sports,2025-07-30 11:34:41,89,West,Free,Mobile,iOS,True,4,498.74,0.52,0,81.76
SID871672,U39988,CH034,Zee Tamil,Show_104,News,2025-07-27 23:32:56,29,Pan-India,Free,Mobile,FireTV,True,5,681.82,0.68,2,72.88
SID787362,U13015,CH050,News18 Tamil Nadu,Show_86,Sports,2025-07-26 16:55:53,28,Central,Basic,Laptop,FireTV,True,0,0.0,0.25,3,84.41
SID407157,U23123,CH023,India TV,Show_185,Music,2025-07-29 02:22:19,147,East,Free,Laptop,iOS,False,1,25.16,0.79,3,46.83
SID917118,U17218,CH027,CNN-News18,Show_108,News,2025-07-30 00:23:15,148,North,Premium,Mobile,Web,False,2,346.95,0.27,3,89.8
SID270061,U12295,CH016,Sony Sports Ten 1,Show_110,Sports,2025-07-31 16:20:29,3,East,Premium,Smart TV,Web,False,4,382.97,0.56,0,31.29
SID190627,U28875,CH031,Sun TV,Show_15,Entertainment,2025-07-30 02:35:37,169,East,Free,Mobile,Roku,False,5,427.41,0.67,1,22.82
SID178349,U38139,CH018,Sony Sports Ten 3,Show_195,Entertainment,2025-07-31 06:07:20,37,Pan-India,Basic,Tablet,Android,True,3,85.89,0.78,2,75.75
SID759641,U44494,CH019,DD Sports,Show_186,Sports,2025-07-26 23:37:02,54,East,Premium,Tablet,Web,False,2,189.27,0.81,0,54.59
SID998155,U40243,CH002,Colors TV,Show_43,Entertainment,2025-07-30 15:40:22,97,North,Free,Laptop,iOS,False,4,64.09,0.41,2,93.3
SID266389,U47396,CH030,India Today,Show_34,Sports,2025-07-27 17:04:44,86,East,Free,Laptop,FireTV,True,5,513.63,0.92,0,55.06
SID828391,U10787,CH012,Star Sports 2,Show_93,News,2025-07-30 05:33:37,37,South,Premium,Laptop,iOS,True,5,327.41,0.39,1,80.35
SID641562,U33168,CH029,Zee News,Show_197,News,2025-07-27 06:09:24,126,West,Premium,Mobile,Android,False,0,0.0,0.56,1,80.19
SID149165,U33207,CH029,Zee News,Show_179,News,2025-07-26 02:47:29,9,South,Free,Smart TV,Roku,False,0,0.0,0.63,1,81.59
SID951172,U49174,CH042,Zee Kannada,Show_37,Movies,2025-07-26 12:55:58,126,South,Basic,Laptop,FireTV,False,2,63.45,0.96,1,91.93
SID732111,U39790,CH046,ETV Marathi,Show_41,Entertainment,2025-07-26 10:56:39,140,East,Premium,Smart TV,FireTV,False,0,0.0,0.58,0,30.76
SID976025,U57588,CH002,Colors TV,Show_83,Entertainment,2025-07-28 01:41:30,143,West,Free,Tablet,Web,True,5,587.07,0.71,2,94.58
SID837760,U16360,CH035,KTV,Show_57,Movies,2025-07-29 08:30:37,75,Central,Free,Tablet,Web,False,0,0.0,0.54,0,99.0
SID356444,U39279,CH036,Star Maa,Show_56,Sports,2025-07-26 10:00:18,147,West,Free,Tablet,Android,False,0,0.0,0.63,2,94.95
SID362333,U58858,CH005,Star Bharat,Show_186,Kids,2025-07-27 08:16:23,70,Central,Premium,Laptop,Web,False,0,0.0,0.71,1,96.29
SID353815,U14543,CH041,Surya TV,Show_163,Movies,2025-07-27 07:52:40,165,Central,Basic,Laptop,iOS,False,1,141.73,0.26,0,56.02
SID954366,U12404,CH016,Sony Sports Ten 1,Show_153,Sports,2025-07-27 02:51:37,16,Northeast,Free,Smart TV,Web,False,3,101.42,0.62,2,74.82
SID223725,U58131,CH034,Zee Tamil,Show_118,News,2025-07-27 20:24:06,132,Pan-India,Basic,Mobile,Android,True,0,0.0,0.72,0,28.22
SID399619,U44218,CH027,CNN-News18,Show_8,News,2025-07-31 08:20:17,55,West,Premium,Tablet,Web,False,5,129.51,0.94,2,73.25
SID234039,U29732,CH008,Zee Anmol,Show_133,Music,2025-07-25 01:59:07,52,Northeast,Basic,Laptop,FireTV,True,1,96.0,0.72,0,56.92
SID454536,U42413,CH046,ETV Marathi,Show_124,Entertainment,2025-07-30 01:12:06,113,North,Free,Mobile,Roku,True,5,665.66,0.21,2,37.29
SID691688,U14597,CH041,Surya TV,Show_152,Movies,2025-07-29 13:49:40,3,West,Free,Laptop,iOS,True,5,698.56,0.42,1,34.27
SID961652,U43657,CH033,Colors Tamil,Show_157,Movies,2025-07-26 12:07:18,120,South,Free,Smart TV,iOS,True,0,0.0,0.59,3,27.04
SID909684,U26431,CH036,Star Maa,Show_63,Sports,2025-07-27 15:29:39,4,West,Free,Tablet,Roku,False,5,279.0,0.5,3,28.93
SID116688,U33604,CH023,India TV,Show_10,Kids,2025-07-25 15:33:44,158,East,Free,Mobile,Android,True,5,168.83,0.75,1,35.69
SID691042,U59437,CH001,Star Plus,Show_76,Entertainment,2025-07-25 18:11:11,166,Central,Free,Mobile,FireTV,True,3,558.55,0.47,3,76.96
SID204916,U12310,CH035,KTV,Show_94,Movies,2025-07-24 20:26:21,88,North,Free,Laptop,Roku,False,0,0.0,0.66,2,47.48
SID805066,U24509,CH008,Zee Anmol,Show_108,Music,2025-07-27 09:25:15,153,West,Free,Tablet,FireTV,True,3,582.95,0.68,0,89.93
SID712240,U59028,CH033,Colors Tamil,Show_24,Kids,2025-07-30 17:19:28,12,South,Premium,Smart TV,Android,False,0,0.0,0.59,0,45.03
SID174352,U16227,CH024,News18 India,Show_190,Entertainment,2025-07-24 20:07:27,156,East,Free,Laptop,FireTV,False,3,217.24,0.95,0,30.43
SID870180,U36150,CH019,DD Sports,Show_53,Sports,2025-07-29 01:29:34,105,East,Premium,Smart TV,Web,False,2,26.86,0.5,2,31.42
SID225442,U36543,CH049,News18 Kerala,Show_152,Movies,2025-07-30 23:09:27,132,West,Free,Smart TV,Android,True,0,0.0,0.51,1,22.29
SID968259,U22626,CH004,Zee TV,Show_4,Entertainment,2025-07-29 18:15:18,10,North,Free,Tablet,Roku,False,2,146.36,0.32,0,46.58
SID453601,U26315,CH011,Star Sports 1,Show_144,Sports,2025-07-29 20:52:17,37,West,Premium,Laptop,Roku,False,3,559.51,0.71,1,24.82
SID905819,U12274,CH010,DD National,Show_184,Entertainment,2025-07-29 14:00:43,87,Central,Basic,Tablet,FireTV,True,0,0.0,0.45,3,58.44
SID219833,U46339,CH023,India TV,Show_82,Movies,2025-07-26 19:49:22,19,Central,Premium,Laptop,Web,False,0,0.0,0.88,0,66.77
SID844104,U13096,CH016,Sony Sports Ten 1,Show_147,Sports,2025-07-28 00:17:56,24,West,Free,Smart TV,FireTV,True,1,66.31,0.82,3,35.49
SID655726,U57020,CH024,News18 India,Show_117,Sports,2025-07-29 03:42:21,173,Northeast,Basic,Smart TV,Android,False,1,98.58,0.78,2,73.35
SID630808,U20806,CH044,Zee Marathi,Show_148,News,2025-07-25 11:48:27,113,West,Free,Smart TV,Android,False,2,325.59,0.58,1,62.0
SID550848,U51754,CH048,DD Bangla,Show_135,News,2025-07-29 19:34:58,163,North,Free,Mobile,iOS,False,2,170.13,0.61,1,76.02
SID502155,U38635,CH037,Zee Telugu,Show_148,News,2025-07-30 19:44:02,4,North,Premium,Laptop,Android,True,3,99.21,0.75,0,53.45
SID820534,U59457,CH043,Colors Kannada,Show_189,Entertainment,2025-07-30 04:35:29,163,South,Basic,Laptop,Web,False,1,99.03,0.71,1,51.9
SID979317,U20173,CH009,Colors Rishtey,Show_48,Music,2025-07-27 09:35:05,68,North,Basic,Laptop,Web,False,3,159.47,0.26,0,75.47
SID375273,U50491,CH050,News18 Tamil Nadu,Show_170,Music,2025-07-31 15:02:22,155,West,Basic,Mobile,iOS,False,5,490.01,0.81,1,53.86
SID394077,U44353,CH001,Star Plus,Show_49,Entertainment,2025-07-25 09:10:00,80,Northeast,Basic,Laptop,Roku,False,2,256.26,0.42,2,91.07
SID863795,U49980,CH030,India Today,Show_142,Sports,2025-07-27 13:07:45,13,East,Free,Laptop,FireTV,False,0,0.0,0.51,2,69.31
SID182159,U35965,CH026,Times Now,Show_191,News,2025-07-26 09:34:48,148,West,Free,Smart TV,FireTV,False,5,502.85,0.66,3,53.69
SID646240,U47275,CH033,Colors Tamil,Show_32,Music,2025-07-31 13:35:37,55,Northeast,Basic,Mobile,Roku,False,5,291.19,0.83,1,40.57
SID807927,U55034,CH015,Star Sports Select 2,Show_181,Movies,2025-07-30 03:28:25,18,West,Premium,Smart TV,Roku,True,2,188.17,0.91,2,56.76
SID564739,U57666,CH019,DD Sports,Show_60,Sports,2025-07-27 08:07:02,124,North,Free,Tablet,iOS,False,3,334.4,0.26,0,31.0
SID154717,U43742,CH006,Sony SAB,Show_71,Entertainment,2025-07-28 05:36:40,37,West,Free,Smart TV,Roku,True,0,0.0,0.34,3,99.31
SID736126,U29744,CH041,Surya TV,Show_200,Entertainment,2025-07-25 10:31:16,95,South,Premium,Laptop,Roku,False,1,103.36,0.93,1,49.42
SID541670,U52276,CH047,DD Sahyadri,Show_51,News,2025-07-28 02:03:34,59,East,Free,Mobile,iOS,False,0,0.0,0.81,1,22.76
SID148500,U16437,CH040,Asianet,Show_133,Entertainment,2025-07-30 14:26:47,173,Northeast,Basic,Tablet,FireTV,True,0,0.0,0.6,0,38.91
SID575054,U13526,CH032,Star Vijay,Show_37,Entertainment,2025-07-30 21:16:27,45,North,Premium,Mobile,Roku,True,5,157.29,0.39,2,69.12
SID458189,U36307,CH045,Zee Bangla,Show_148,Entertainment,2025-07-25 01:21:30,28,Northeast,Premium,Smart TV,FireTV,False,0,0.0,0.23,2,33.03
SID102043,U31509,CH023,India TV,Show_125,Entertainment,2025-07-27 13:48:40,147,Central,Free,Laptop,Web,True,1,169.73,0.44,2,68.3
SID915554,U12609,CH022,ABP News,Show_152,News,2025-07-28 13:39:14,105,West,Premium,Laptop,Roku,False,5,818.6,0.86,2,20.42
SID618083,U14311,CH035,KTV,Show_46,Movies,2025-07-31 07:50:20,138,West,Premium,Smart TV,FireTV,False,1,189.57,0.62,2,84.33
SID173718,U31905,CH018,Sony Sports Ten 3,Show_100,News,2025-07-25 11:34:44,34,Pan-India,Free,Laptop,Android,False,0,0.0,0.77,2,75.69
SID764082,U21848,CH019,DD Sports,Show_174,Sports,2025-07-29 19:30:43,88,West,Free,Mobile,Roku,False,5,931.92,0.48,2,31.58
SID634830,U32730,CH047,DD Sahyadri,Show_69,Sports,2025-07-28 02:02:25,12,Pan-India,Free,Tablet,iOS,False,2,255.24,0.5,3,49.82
SID811411,U46777,CH015,Star Sports Select 2,Show_2,Music,2025-07-29 04:06:41,130,Northeast,Free,Mobile,Roku,False,5,634.64,0.98,3,30.62
SID803858,U20430,CH006,Sony SAB,Show_97,Kids,2025-07-27 18:27:01,35,West,Basic,Laptop,Web,True,0,0.0,0.39,3,25.85
SID194362,U43138,CH004,Zee TV,Show_171,Entertainment,2025-07-28 01:20:08,1,West,Free,Smart TV,Roku,True,0,0.0,0.5,0,29.05
SID557713,U25688,CH020,Eurosport India,Show_186,News,2025-07-25 04:05:58,170,Pan-India,Premium,Mobile,Android,False,1,118.45,0.53,0,45.41
SID727634,U58770,CH009,Colors Rishtey,Show_132,News,2025-07-29 09:54:14,136,Pan-India,Free,Laptop,FireTV,False,0,0.0,0.62,2,86.47
SID702700,U22262,CH020,Eurosport India,Show_150,Movies,2025-07-30 12:45:22,161,Central,Basic,Tablet,iOS,False,0,0.0,0.26,3,27.52
SID516929,U28180,CH001,Star Plus,Show_109,Entertainment,2025-07-29 22:28:42,8,West,Basic,Smart TV,Web,False,3,39.03,0.95,2,66.89
SID619147,U30594,CH008,Zee Anmol,Show_173,Entertainment,2025-07-29 08:14:43,59,Central,Basic,Tablet,Android,False,3,280.2,0.77,0,60.09
SID172067,U38159,CH001,Star Plus,Show_131,Entertainment,2025-07-28 08:36:42,171,West,Basic,Tablet,Roku,True,4,768.58,0.73,1,81.57
SID378502,U30858,CH018,Sony Sports Ten 3,Show_152,Kids,2025-07-28 02:45:36,110,South,Basic,Smart TV,iOS,False,2,222.41,0.86,3,33.21
SID168734,U25619,CH050,News18 Tamil Nadu,Show_41,Music,2025-07-26 00:35:48,93,Pan-India,Premium,Tablet,Web,False,2,63.05,0.57,0,76.69
SID301425,U34609,CH014,Star Sports Select 1,Show_194,Music,2025-07-27 17:39:32,51,South,Basic,Smart TV,Web,False,3,216.45,0.67,3,53.09
SID611987,U54246,CH011,Star Sports 1,Show_28,Sports,2025-07-29 21:19:25,15,South,Premium,Tablet,Roku,True,5,831.02,0.3,3,63.23
SID558671,U11615,CH043,Colors Kannada,Show_58,News,2025-07-25 11:49:09,159,North,Basic,Mobile,Web,False,4,293.65,0.53,0,48.53
SID778352,U10070,CH045,Zee Bangla,Show_22,Entertainment,2025-07-28 20:43:54,1,North,Free,Smart TV,Roku,False,5,797.57,0.86,2,22.23
SID118632,U43495,CH021,Aaj Tak,Show_125,News,2025-07-26 05:39:33,144,Pan-India,Premium,Laptop,FireTV,True,2,357.28,0.83,1,97.1
SID801126,U27278,CH011,Star Sports 1,Show_22,Sports,2025-07-26 00:20:56,45,North,Free,Smart TV,FireTV,True,1,99.5,0.86,2,45.09
SID307187,U53020,CH049,News18 Kerala,Show_32,Kids,2025-07-25 23:24:53,113,Northeast,Premium,Laptop,Roku,True,5,853.56,0.39,0,68.81
SID410189,U29507,CH034,Zee Tamil,Show_88,Sports,2025-07-25 18:44:44,94,East,Free,Smart TV,iOS,True,5,888.08,0.47,1,76.33
SID446001,U43980,CH003,Sony Entertainment Television,Show_193,Entertainment,2025-07-27 15:10:37,69,North,Basic,Smart TV,Roku,False,0,0.0,0.23,3,54.45
SID639425,U28957,CH011,Star Sports 1,Show_189,Sports,2025-07-25 21:57:46,21,Pan-India,Premium,Mobile,FireTV,False,2,392.8,0.52,2,31.82
SID366130,U50749,CH003,Sony Entertainment Television,Show_174,Entertainment,2025-07-27 15:27:22,132,Pan-India,Basic,Mobile,iOS,True,2,396.43,0.35,0,89.57
SID736899,U17124,CH029,Zee News,Show_108,News,2025-07-26 23:47:59,35,Pan-India,Premium,Tablet,Web,True,4,353.34,0.9,1,87.32
SID839278,U33321,CH044,Zee Marathi,Show_178,Kids,2025-07-24 21:38:17,90,Central,Basic,Tablet,FireTV,True,2,282.03,0.71,2,33.79
SID152110,U41849,CH023,India TV,Show_91,Kids,2025-07-25 23:00:26,18,East,Basic,Laptop,Web,True,2,377.96,0.48,3,21.29
SID640571,U47300,CH033,Colors Tamil,Show_196,Kids,2025-07-29 03:21:14,114,Central,Basic,Laptop,iOS,True,4,477.64,0.34,2,97.46
SID420094,U52821,CH018,Sony Sports Ten 3,Show_90,News,2025-07-30 11:19:38,100,Northeast,Free,Mobile,Web,True,2,40.32,0.47,3,87.13
SID446962,U57816,CH049,News18 Kerala,Show_55,Sports,2025-07-28 16:20:27,106,West,Free,Mobile,FireTV,False,5,154.76,0.49,0,28.39
SID312554,U47390,CH041,Surya TV,Show_165,News,2025-07-29 15:53:47,31,West,Free,Smart TV,Roku,True,1,82.36,0.38,0,50.67
SID782983,U51754,CH049,News18 Kerala,Show_187,Sports,2025-07-29 06:14:23,15,West,Free,Tablet,Roku,False,1,99.22,0.65,2,89.08
SID897387,U34132,CH006,Sony SAB,Show_176,Sports,2025-07-26 06:39:45,134,Central,Premium,Mobile,Web,False,0,0.0,0.23,3,66.44
SID368075,U22380,CH035,KTV,Show_4,Movies,2025-07-25 17:21:53,92,Central,Basic,Tablet,Android,False,3,107.47,0.25,2,94.65
SID387534,U44619,CH048,DD Bangla,Show_96,Music,2025-07-27 22:40:04,68,Central,Premium,Mobile,Web,True,2,188.49,0.46,1,28.29
