user_id,gender,age_group,region,subscription_type
U27952,Male,18-25,East,Basic
U34308,Female,<18,North,Premium
U18132,Male,18-25,Central,Free
U47240,Other,36-45,Pan-India,Free
U22414,Other,36-45,Northeast,Premium
U48294,Male,36-45,Pan-India,Premium
U16240,Other,36-45,East,Premium
U20784,Other,26-35,North,Free
U40892,Male,26-35,Central,Basic
U22891,Male,26-35,South,Free
U21461,Other,26-35,West,Basic
U29332,Other,46-60,Pan-India,Premium
U35638,Male,60+,West,Premium
U11168,Other,26-35,East,Free
U41691,Other,46-60,South,Premium
U30511,Female,46-60,North,Free
U20200,Female,36-45,South,Premium
U35705,Male,60+,North,Basic
U24002,Male,36-45,Central,Basic
U10685,Male,<18,Central,Premium
U36879,Male,18-25,West,Premium
U30941,Female,26-35,Pan-India,Premium
U11899,Male,60+,East,Free
U56561,Male,36-45,South,Free
U43739,Other,26-35,Northeast,Premium
U35886,Male,46-60,Central,Free
U53066,Male,60+,East,Basic
U21538,Male,60+,South,Premium
U12956,Other,18-25,North,Free
U31121,Female,46-60,Central,Basic
U26728,Other,<18,East,Basic
U31974,Other,46-60,Pan-India,Free
U52943,Female,46-60,Pan-India,Premium
U17116,Male,18-25,Central,Basic
U11272,Male,<18,Northeast,Premium
U21511,Female,<18,Pan-India,Free
U27976,Other,60+,West,Free
U26536,Male,46-60,East,Basic
U28444,Other,60+,East,Basic
U57770,Female,18-25,Pan-India,Basic
U56495,Male,26-35,East,Premium
U45706,Other,<18,Central,Basic
U22956,Other,<18,Northeast,Free
U33569,Female,<18,Pan-India,Premium
U27908,Female,26-35,Central,Free
U25646,Female,18-25,West,Premium
U41038,Female,26-35,Central,Premium
U42986,Female,46-60,North,Free
U54113,Other,26-35,East,Premium
U44932,Female,46-60,West,Basic
U16254,Other,60+,West,Free
U57719,Other,60+,West,Basic
U49395,Other,<18,West,Premium
U21791,Male,46-60,South,Basic
U30822,Male,36-45,Central,Basic
U55685,Male,<18,Northeast,Basic
U15096,Male,<18,South,Free
U56959,Female,36-45,North,Free
U13526,Other,46-60,Northeast,Premium
U15399,Female,<18,East,Free
U41746,Male,60+,Northeast,Basic
U13015,Female,60+,Northeast,Premium
U28515,Female,26-35,Northeast,Basic
U48985,Male,<18,Pan-India,Premium
U23417,Male,60+,North,Basic
U52987,Other,46-60,West,Free
U36094,Male,60+,Pan-India,Basic
U14846,Female,46-60,Pan-India,Free
U11984,Female,26-35,South,Basic
U15204,Other,26-35,South,Premium
U34556,Other,18-25,South,Basic
U20178,Female,60+,Central,Premium
U54855,Male,18-25,Northeast,Premium
U55310,Male,26-35,Central,Premium
U46187,Male,46-60,North,Basic
U21252,Female,26-35,South,Premium
U28799,Female,60+,Central,Basic
U34522,Male,<18,South,Free
U21212,Male,60+,South,Free
U24113,Other,26-35,West,Basic
U13271,Other,26-35,North,Free
U54790,Male,26-35,Northeast,Premium
U21374,Female,18-25,North,Premium
U26661,Other,60+,Central,Basic
U38570,Other,18-25,Northeast,Basic
U31039,Female,46-60,West,Basic
U52951,Other,46-60,Central,Basic
U22581,Male,60+,Central,Basic
U52820,Female,26-35,East,Basic
U35827,Male,46-60,Central,Basic
U30059,Male,26-35,Pan-India,Premium
U50974,Male,<18,North,Free
U50054,Female,26-35,North,Free
U41281,Female,36-45,South,Free
U57458,Male,36-45,West,Premium
U31186,Female,60+,West,Basic
U55310,Female,<18,Pan-India,Basic
U44168,Other,26-35,West,Premium
U30104,Male,26-35,North,Free
U55231,Other,36-45,North,Free
U44671,Male,18-25,Central,Basic
U27493,Female,46-60,Pan-India,Free
U14396,Male,46-60,South,Basic
U29352,Other,18-25,Northeast,Free
U24005,Female,36-45,West,Free
U41239,Female,18-25,North,Free
U55457,Other,18-25,South,Free
U28744,Male,46-60,South,Free
U42615,Female,36-45,North,Basic
U49883,Male,<18,Central,Basic
U40069,Male,46-60,Central,Premium
U32012,Other,<18,Northeast,Free
U59571,Female,26-35,North,Basic
U11941,Female,46-60,Central,Basic
U18368,Male,18-25,West,Free
U15885,Male,<18,Central,Free
U56197,Male,18-25,Northeast,Premium
U50306,Female,60+,North,Basic
U55182,Other,<18,South,Premium
U10116,Female,<18,Central,Premium
U28200,Female,46-60,Central,Free
U13771,Other,60+,North,Premium
U47866,Female,26-35,Central,Basic
U32570,Female,36-45,Central,Basic
U35786,Other,60+,West,Free
U36362,Male,60+,Pan-India,Free
U21172,Other,26-35,Central,Free
U12309,Other,18-25,Northeast,Free
U18165,Male,46-60,West,Free
U18566,Female,<18,West,Basic
U37676,Female,36-45,Northeast,Basic
U42583,Other,60+,North,Premium
U13471,Female,60+,Central,Free
U33811,Male,46-60,Central,Premium
U37603,Female,36-45,Central,Free
U12828,Female,36-45,North,Premium
U10898,Male,46-60,Northeast,Free
U17712,Female,36-45,Northeast,Premium
U42457,Other,60+,Northeast,Basic
U40511,Male,46-60,Pan-India,Free
U18181,Male,<18,North,Premium
U41526,Male,18-25,Northeast,Premium
U11897,Female,<18,West,Premium
U28885,Male,46-60,North,Basic
U47337,Female,60+,East,Premium
U17286,Female,26-35,North,Premium
U43788,Male,46-60,North,Basic
U33306,Male,18-25,Northeast,Free
U47867,Other,46-60,Central,Free
U32893,Female,46-60,East,Premium
U45527,Other,26-35,West,Premium
U22333,Other,46-60,Northeast,Basic
U38501,Male,<18,Pan-India,Basic
U38619,Male,36-45,Northeast,Free
U56380,Female,46-60,East,Free
U40527,Male,18-25,West,Premium
U59408,Female,26-35,West,Premium
U17093,Male,60+,North,Premium
U20094,Female,<18,East,Premium
U46123,Female,46-60,South,Premium
U22845,Other,36-45,Pan-India,Basic
U29939,Other,60+,South,Premium
U42052,Other,18-25,Northeast,Premium
U33251,Male,<18,South,Premium
U57238,Male,26-35,Pan-India,Basic
U52373,Male,36-45,Pan-India,Basic
U20806,Female,26-35,East,Basic
U31654,Female,26-35,South,Basic
U32167,Female,36-45,Northeast,Basic
U23325,Other,60+,Northeast,Basic
U21886,Female,18-25,Central,Free
U44082,Male,60+,Central,Premium
U55423,Female,<18,Pan-India,Basic
U21693,Male,<18,Central,Premium
U11028,Male,46-60,East,Free
U34519,Other,60+,Central,Basic
U34050,Other,18-25,Pan-India,Basic
U13885,Male,26-35,Pan-India,Premium
U56106,Female,<18,North,Basic
U58268,Male,18-25,North,Free
U16658,Other,36-45,Pan-India,Basic
U14587,Female,36-45,Northeast,Premium
U50609,Female,46-60,Northeast,Basic
U28641,Other,26-35,West,Basic
U33978,Female,18-25,East,Premium
U58490,Female,36-45,East,Free
U25118,Male,36-45,South,Premium
U55636,Male,26-35,East,Basic
U34344,Female,18-25,Central,Basic
U51308,Other,<18,North,Basic
U52167,Other,26-35,South,Premium
U35542,Male,<18,East,Free
U31509,Male,<18,North,Free
U13123,Male,36-45,Pan-India,Free
U48050,Female,18-25,North,Free
U34666,Male,18-25,South,Basic
U26431,Other,60+,Northeast,Premium
U43823,Male,36-45,Pan-India,Free
U42377,Other,18-25,Central,Free
U54821,Male,<18,Central,Premium
U17789,Female,60+,East,Basic
U33850,Other,46-60,East,Free
U30994,Other,36-45,Central,Free
U39857,Female,26-35,South,Basic
U16172,Other,26-35,South,Basic
U37593,Male,36-45,East,Premium
U11637,Other,46-60,West,Free
U47288,Female,26-35,South,Free
U36224,Other,18-25,North,Premium
U26125,Other,60+,North,Free
U19289,Male,60+,Pan-India,Free
U16574,Female,26-35,North,Premium
U49296,Male,46-60,Central,Free
U48231,Male,<18,South,Premium
U36343,Other,36-45,Central,Basic
U12969,Other,<18,East,Premium
U51215,Male,46-60,South,Premium
U10491,Male,<18,North,Premium
U35820,Male,60+,North,Basic
U37306,Other,26-35,North,Basic
U55398,Other,36-45,Pan-India,Basic
U36567,Male,18-25,Northeast,Free
U45229,Other,46-60,Northeast,Basic
U41949,Female,26-35,Northeast,Free
U53563,Other,26-35,West,Basic
U44159,Female,<18,Northeast,Premium
U35686,Male,60+,North,Basic
U10170,Female,18-25,Central,Basic
U39031,Male,18-25,Pan-India,Basic
U30483,Female,60+,Central,Free
U21332,Other,26-35,Central,Free
U44617,Male,18-25,West,Free
U34738,Female,<18,Central,Premium
U57816,Other,60+,West,Free
U44258,Female,46-60,Northeast,Free
U17529,Male,46-60,West,Basic
U55356,Other,18-25,Northeast,Premium
U57926,Female,18-25,Northeast,Premium
U21594,Female,18-25,Pan-India,Premium
U17469,Male,26-35,Northeast,Premium
U44852,Female,36-45,Pan-India,Free
U59291,Male,18-25,West,Basic
U24105,Male,36-45,Central,Basic
U57447,Male,18-25,West,Premium
U35841,Female,46-60,North,Basic
U24397,Male,18-25,Northeast,Premium
U40023,Male,26-35,East,Basic
U48240,Female,60+,Northeast,Basic
U47737,Male,18-25,Pan-India,Free
U27738,Female,<18,West,Basic
U35482,Female,36-45,Central,Free
U13862,Other,60+,North,Free
U42656,Male,60+,Northeast,Basic
U33060,Other,18-25,North,Free
U47206,Male,26-35,Northeast,Basic
U51727,Male,46-60,South,Premium
U15337,Male,18-25,Pan-India,Free
U46018,Female,60+,Central,Basic
U45574,Female,46-60,East,Free
U10164,Male,18-25,North,Free
U46962,Male,36-45,East,Basic
U33879,Female,<18,North,Free
U35957,Female,36-45,Central,Basic
U18257,Male,46-60,Northeast,Free
U38291,Other,46-60,Central,Free
U54327,Female,60+,North,Premium
U16698,Female,60+,South,Premium
U39671,Other,46-60,East,Basic
U19884,Male,<18,North,Premium
U31548,Female,<18,West,Free
U21636,Other,60+,West,Basic
U22319,Female,60+,Central,Premium
U21693,Other,<18,North,Free
U48750,Female,<18,North,Basic
U49217,Other,60+,Northeast,Free
U33935,Female,46-60,Pan-India,Premium
U37951,Other,26-35,South,Basic
U15475,Female,<18,East,Basic
U50378,Female,46-60,North,Premium
U57799,Female,46-60,Northeast,Free
U46353,Male,46-60,Central,Free
U47697,Male,18-25,West,Free
U12761,Other,<18,Pan-India,Basic
U41178,Male,<18,West,Premium
U57612,Female,60+,Pan-India,Free
U58498,Male,46-60,South,Free
U24849,Other,18-25,Northeast,Basic
U43555,Female,60+,Northeast,Premium
U37100,Other,46-60,West,Basic
U34812,Male,36-45,West,Free
U49616,Female,60+,West,Basic
U30357,Female,18-25,North,Free
U17352,Male,<18,South,Premium
U54698,Male,18-25,Central,Free
U30870,Other,60+,South,Basic
U24505,Male,36-45,Central,Premium
U51133,Other,60+,West,Premium
U28627,Female,60+,South,Free
U50131,Other,26-35,Northeast,Basic
U39159,Female,36-45,South,Basic
U10663,Other,46-60,South,Basic
U35025,Female,46-60,Central,Premium
U27015,Other,60+,West,Basic
U16473,Other,18-25,Northeast,Free
U20393,Male,<18,Northeast,Basic
U49022,Female,36-45,South,Basic
U53388,Female,26-35,South,Basic
U57634,Female,36-45,Northeast,Basic
U40928,Female,18-25,East,Basic
U45186,Female,18-25,West,Basic
U23532,Female,26-35,East,Premium
U57858,Other,<18,Pan-India,Free
U10086,Male,18-25,South,Premium
U40820,Male,46-60,Northeast,Free
U59682,Other,<18,Central,Premium
U47648,Other,46-60,Central,Basic
U55466,Male,46-60,Central,Free
U29800,Male,60+,East,Basic
U12393,Other,26-35,Northeast,Free
U20291,Other,18-25,Pan-India,Premium
U56091,Male,26-35,Pan-India,Premium
U26315,Female,36-45,South,Basic
U14695,Female,46-60,East,Basic
U23047,Female,60+,North,Basic
U35935,Other,26-35,Central,Premium
U44898,Other,46-60,South,Free
U43200,Male,46-60,North,Basic
U54108,Female,60+,Central,Free
U25520,Other,36-45,East,Premium
U46737,Male,46-60,Central,Basic
U20730,Other,<18,North,Free
U50139,Other,<18,North,Premium
U43304,Female,<18,East,Free
U50142,Female,46-60,Northeast,Premium
U25652,Male,26-35,North,Basic
U49821,Other,36-45,Northeast,Premium
U56577,Male,26-35,East,Free
U55697,Male,46-60,East,Basic
U22195,Male,26-35,South,Free
U29262,Other,<18,North,Free
U33887,Female,26-35,North,Premium
U27134,Other,36-45,West,Basic
U43844,Male,<18,East,Basic
U38276,Female,60+,Pan-India,Basic
U42468,Female,46-60,West,Basic
U44768,Female,18-25,Northeast,Basic
U36030,Other,<18,North,Premium
U35904,Female,60+,South,Free
U11976,Female,60+,Northeast,Free
U25536,Female,36-45,Pan-India,Basic
U23431,Other,<18,South,Premium
U22564,Female,60+,West,Premium
U38615,Other,36-45,South,Free
U59463,Other,26-35,Pan-India,Free
U57109,Female,60+,South,Free
U56824,Female,18-25,East,Basic
U31986,Other,18-25,Central,Basic
U24747,Female,36-45,North,Basic
U37181,Male,26-35,Pan-India,Premium
U24047,Female,<18,North,Free
U51782,Female,26-35,South,Basic
U20952,Female,60+,Pan-India,Basic
U33575,Female,36-45,South,Basic
U31081,Female,26-35,South,Free
U37647,Male,26-35,West,Basic
U25339,Female,<18,East,Free
U31515,Other,60+,Central,Basic
U12916,Female,26-35,South,Premium
U36292,Male,<18,Northeast,Basic
U33659,Other,46-60,North,Basic
U52561,Other,<18,East,Free
U19372,Female,36-45,Pan-India,Free
U23323,Other,46-60,Pan-India,Basic
U12911,Female,36-45,East,Basic
U23873,Male,46-60,South,Free
U59821,Female,46-60,Pan-India,Premium
U51170,Male,36-45,Pan-India,Premium
U36045,Female,<18,Central,Free
U38763,Female,<18,Central,Basic
U27470,Female,18-25,Central,Basic
U25628,Male,46-60,East,Free
U28910,Female,36-45,East,Basic
U44578,Male,36-45,Northeast,Basic
U22410,Other,36-45,West,Premium
U30008,Female,26-35,North,Free
U22152,Male,26-35,South,Premium
U41291,Other,26-35,West,Premium
U16192,Other,18-25,Pan-India,Free
U45399,Other,18-25,East,Premium
U38263,Male,60+,Pan-India,Premium
U18231,Other,60+,North,Premium
U21696,Male,46-60,North,Free
U31067,Female,18-25,West,Premium
U14093,Female,<18,Pan-India,Free
U41746,Female,60+,West,Premium
U11981,Other,26-35,South,Free
U22896,Male,46-60,West,Free
U18900,Male,36-45,Pan-India,Free
U41462,Female,60+,West,Premium
U14060,Female,60+,Pan-India,Basic
U16334,Male,26-35,West,Basic
U34973,Male,36-45,East,Premium
U19766,Other,26-35,Pan-India,Premium
U18441,Male,46-60,West,Free
U32429,Other,<18,North,Premium
U25808,Other,26-35,South,Basic
U37347,Female,46-60,West,Basic
U18779,Other,18-25,North,Basic
U42532,Male,26-35,South,Basic
U53860,Male,18-25,North,Basic
U10276,Male,<18,North,Premium
U40431,Male,18-25,Pan-India,Premium
U59971,Other,18-25,Northeast,Premium
U28592,Other,36-45,South,Basic
U44133,Female,60+,Central,Free
U50088,Other,46-60,Pan-India,Basic
U36547,Female,26-35,East,Free
U23017,Female,46-60,North,Premium
U29296,Male,60+,Northeast,Free
U28154,Other,26-35,South,Free
U31226,Male,36-45,East,Free
U26169,Male,18-25,South,Premium
U48556,Female,26-35,East,Basic
U42666,Male,36-45,Central,Free
U25045,Female,18-25,Northeast,Premium
U58574,Male,36-45,North,Premium
U50552,Female,18-25,South,Free
U22948,Male,46-60,North,Free
U47925,Male,60+,Northeast,Basic
U36379,Male,18-25,East,Basic
U31515,Female,26-35,Central,Basic
U28568,Other,<18,Northeast,Premium
U19713,Female,60+,East,Basic
U49234,Female,36-45,East,Free
U16407,Female,26-35,South,Premium
U23857,Other,18-25,Northeast,Premium
U39964,Female,<18,West,Basic
U26941,Other,18-25,Central,Free
U24413,Male,36-45,South,Basic
U43016,Female,<18,South,Free
U56018,Other,18-25,West,Free
U46542,Female,<18,Central,Premium
U39352,Male,18-25,West,Basic
U39676,Other,46-60,East,Free
U20222,Other,18-25,West,Basic
U40717,Male,46-60,Northeast,Free
U51722,Female,60+,Northeast,Basic
U50389,Female,<18,West,Basic
U20159,Other,36-45,North,Premium
U45575,Other,26-35,Northeast,Premium
U16575,Female,26-35,North,Premium
U50567,Other,36-45,South,Free
U16630,Male,46-60,North,Basic
U43261,Male,36-45,East,Premium
U31905,Other,<18,Central,Free
U17832,Female,<18,West,Premium
U52302,Male,60+,Northeast,Basic
U10156,Male,60+,Northeast,Basic
U27073,Male,46-60,East,Basic
U26266,Female,46-60,Northeast,Basic
U11650,Female,60+,Pan-India,Basic
U54881,Female,26-35,East,Premium
U40615,Female,18-25,East,Free
U12508,Female,18-25,Central,Basic
U15048,Other,46-60,North,Premium
U14430,Male,60+,Northeast,Free
U53995,Male,26-35,East,Basic
U28419,Male,26-35,West,Premium
U17432,Other,18-25,Northeast,Free
U43897,Female,46-60,East,Basic
U16643,Male,<18,Northeast,Premium
U20350,Female,26-35,Central,Free
U57693,Male,26-35,East,Premium
U37209,Male,26-35,Northeast,Free
U16713,Female,46-60,Northeast,Basic
U50193,Male,60+,Northeast,Free
U28424,Female,26-35,North,Premium
U22403,Male,60+,West,Premium
U43743,Male,26-35,Central,Basic
U53706,Male,60+,Central,Premium
U26070,Male,18-25,South,Premium
U20686,Female,26-35,West,Basic
U24537,Female,60+,South,Basic
U42579,Male,26-35,North,Premium
U39007,Male,46-60,West,Basic
U57698,Other,26-35,South,Free
U43891,Other,26-35,Northeast,Free
U11449,Female,26-35,Pan-India,Basic
U53962,Female,18-25,Northeast,Free
U14971,Male,36-45,Central,Basic
U47684,Male,36-45,Pan-India,Premium
U54749,Male,60+,South,Basic
U19458,Male,18-25,Northeast,Free
U36276,Male,26-35,East,Premium
U18457,Female,18-25,Central,Basic
U51673,Other,26-35,Central,Free
U44895,Male,46-60,Northeast,Premium
U36467,Female,26-35,North,Premium
U48244,Female,46-60,Central,Basic
U42132,Male,60+,Pan-India,Free
U19978,Male,<18,Northeast,Free
U30858,Male,46-60,North,Free
U27288,Other,36-45,Pan-India,Free
U33185,Female,18-25,South,Basic
U34636,Male,26-35,East,Basic
U46286,Other,46-60,South,Premium
U29305,Other,46-60,Central,Premium
U11992,Male,46-60,West,Premium
U40400,Female,60+,West,Basic
U44635,Female,<18,East,Free
U59460,Female,46-60,Central,Free
U48417,Female,18-25,East,Basic
U42898,Other,26-35,South,Premium
U32728,Female,60+,Central,Premium
U12391,Male,26-35,North,Free
U39790,Female,26-35,Northeast,Premium
U11981,Other,18-25,Pan-India,Premium
U59911,Female,46-60,East,Premium
U18431,Female,60+,North,Free
U10051,Other,60+,Central,Basic
U21488,Male,26-35,Northeast,Premium
U37758,Other,<18,West,Basic
U48219,Other,60+,East,Premium
U26660,Other,46-60,Northeast,Premium
U13715,Male,60+,Pan-India,Basic
U58373,Other,18-25,West,Free
U40488,Female,60+,Central,Basic
U44818,Other,26-35,West,Basic
U21759,Other,<18,Central,Free
U11752,Female,<18,Pan-India,Basic
U33795,Male,46-60,West,Free
U52863,Other,26-35,North,Premium
U54858,Female,36-45,South,Premium
U39349,Male,46-60,Central,Premium
U22742,Male,36-45,East,Free
U41222,Male,26-35,Central,Premium
U55734,Female,46-60,Northeast,Premium
U58837,Female,46-60,North,Basic
U38665,Female,46-60,South,Basic
U19539,Female,18-25,South,Premium
U46436,Other,<18,East,Premium
U14723,Female,36-45,West,Free
U10309,Male,<18,Northeast,Premium
U22770,Male,36-45,Pan-India,Premium
U25439,Male,36-45,South,Free
U58083,Male,60+,East,Premium
U32439,Male,60+,Northeast,Free
U52321,Female,18-25,South,Free
U46305,Male,26-35,East,Free
U20430,Other,<18,Central,Premium
U11247,Other,46-60,Northeast,Free
U35939,Male,60+,East,Free
U43206,Female,26-35,Central,Premium
U42517,Female,60+,South,Basic
U17120,Male,<18,Central,Basic
U59326,Other,26-35,South,Premium
U18247,Other,26-35,North,Free
U40473,Other,26-35,West,Free
U30588,Other,26-35,Pan-India,Basic
U13714,Other,18-25,East,Free
U59322,Male,<18,West,Free
U58720,Male,46-60,Pan-India,Basic
U33307,Female,60+,North,Basic
U48804,Other,60+,North,Basic
U27822,Other,36-45,North,Basic
U28295,Male,60+,West,Basic
U58304,Male,36-45,West,Basic
U13678,Female,36-45,Pan-India,Premium
U46784,Other,<18,West,Free
U24907,Other,46-60,Central,Basic
U24528,Male,46-60,North,Premium
U14214,Female,46-60,East,Premium
U44702,Female,<18,Northeast,Premium
U34640,Male,46-60,East,Premium
U24755,Male,18-25,East,Premium
U16047,Other,60+,North,Basic
U54333,Male,60+,South,Free
U14098,Female,36-45,North,Basic
U59271,Male,36-45,Northeast,Premium
U25762,Female,<18,Central,Premium
U58218,Male,60+,North,Free
U26362,Male,36-45,North,Premium
U25327,Other,46-60,South,Free
U22581,Other,60+,Central,Basic
U17684,Other,46-60,Northeast,Basic
U55001,Other,18-25,West,Basic
U30690,Other,18-25,Northeast,Free
U21216,Other,<18,South,Basic
U46259,Male,46-60,Central,Free
U53953,Other,<18,East,Premium
U27358,Other,26-35,South,Basic
U21326,Male,36-45,Northeast,Free
U46569,Female,46-60,Northeast,Premium
U32720,Female,18-25,East,Basic
U53188,Female,46-60,Pan-India,Basic
U52243,Female,<18,Central,Premium
U29514,Other,36-45,Northeast,Basic
U56292,Male,<18,Pan-India,Basic
U55497,Male,46-60,West,Free
U41901,Male,46-60,South,Free
U31547,Male,46-60,East,Basic
U42864,Other,26-35,West,Premium
U39751,Other,<18,Pan-India,Free
U34467,Male,26-35,Central,Basic
U46023,Other,<18,Pan-India,Free
U22816,Male,26-35,South,Basic
U44312,Female,26-35,West,Premium
U54191,Male,<18,East,Premium
U16939,Female,36-45,Pan-India,Basic
U17130,Female,60+,Northeast,Basic
U18162,Female,36-45,West,Free
U40872,Other,18-25,Central,Basic
U57442,Female,60+,East,Premium
U49430,Female,26-35,Central,Basic
U39044,Male,36-45,North,Free
U22166,Other,<18,South,Basic
U51772,Male,26-35,Northeast,Premium
U52113,Other,60+,West,Basic
U13894,Female,36-45,Pan-India,Free
U34238,Male,46-60,South,Free
U41839,Male,<18,Northeast,Free
U43630,Male,<18,East,Free
U10283,Other,46-60,Northeast,Premium
U13779,Male,26-35,West,Free
U57537,Male,60+,South,Basic
U50523,Other,60+,South,Basic
U37009,Female,18-25,North,Premium
U51281,Female,26-35,Central,Free
U51455,Male,18-25,Central,Free
U20771,Female,36-45,South,Premium
U50518,Female,46-60,North,Free
U31756,Male,18-25,Central,Basic
U53892,Female,<18,West,Premium
U41729,Other,46-60,West,Free
U43613,Other,60+,North,Premium
U31519,Male,36-45,Pan-India,Basic
U30684,Female,60+,North,Free
U19980,Female,60+,South,Free
U18311,Other,18-25,North,Premium
U55640,Male,18-25,Northeast,Free
U39922,Male,46-60,West,Premium
U56003,Male,46-60,North,Free
U28812,Female,36-45,Northeast,Basic
U51181,Male,46-60,Central,Free
U55759,Other,26-35,East,Premium
U55442,Female,18-25,West,Free
U36151,Male,18-25,Pan-India,Premium
U17394,Male,60+,Northeast,Free
U47795,Male,36-45,Central,Free
U59489,Other,60+,North,Basic
U26116,Female,60+,South,Premium
U45731,Male,46-60,West,Basic
U27118,Male,36-45,Pan-India,Premium
U57985,Male,36-45,Northeast,Free
U22329,Male,18-25,South,Premium
U40440,Male,60+,Northeast,Premium
U36303,Female,60+,South,Free
U40682,Other,18-25,North,Premium
U44068,Other,46-60,South,Basic
U11506,Male,46-60,Pan-India,Basic
U55336,Male,26-35,East,Basic
U41124,Other,60+,East,Basic
U34723,Male,60+,East,Basic
U40892,Other,18-25,Pan-India,Premium
U10708,Female,<18,North,Basic
U29724,Female,46-60,South,Free
U54074,Male,36-45,North,Premium
U52288,Other,36-45,East,Basic
U33517,Other,18-25,North,Basic
U45306,Female,26-35,West,Free
U27549,Male,<18,South,Free
U46450,Female,46-60,South,Basic
U37061,Other,36-45,Central,Basic
U27005,Female,18-25,North,Basic
U38374,Other,36-45,Central,Premium
U45137,Female,36-45,South,Free
U58588,Other,26-35,Pan-India,Free
U25052,Female,26-35,Pan-India,Basic
U54125,Male,18-25,East,Premium
U11766,Male,<18,Central,Basic
U58239,Female,26-35,South,Basic
U54045,Female,18-25,South,Free
U58500,Male,46-60,East,Premium
U47789,Male,18-25,West,Basic
U16851,Female,<18,Pan-India,Basic
U28056,Female,18-25,West,Premium
U56124,Other,36-45,Northeast,Free
U48410,Male,<18,West,Free
U52006,Male,36-45,South,Basic
U28690,Other,60+,South,Basic
U51454,Male,<18,Central,Free
U30316,Female,60+,West,Basic
U30273,Other,26-35,West,Free
U29583,Female,36-45,East,Premium
U35194,Female,26-35,Central,Free
U23925,Other,36-45,Northeast,Free
U17711,Other,<18,Pan-India,Premium
U39345,Female,60+,South,Premium
U12242,Female,46-60,South,Free
U40471,Male,60+,North,Free
U23167,Female,26-35,Northeast,Premium
U59310,Other,18-25,Pan-India,Basic
U46570,Female,26-35,North,Basic
U11272,Female,18-25,Central,Premium
U16209,Female,18-25,West,Premium
U33168,Male,<18,North,Premium
U37514,Female,60+,West,Free
U35401,Other,46-60,South,Premium
U42034,Female,26-35,East,Basic
U45141,Other,60+,East,Basic
U21530,Other,36-45,North,Free
U46162,Female,18-25,Northeast,Premium
U25692,Male,46-60,Northeast,Basic
U19482,Male,26-35,East,Premium
U37563,Other,46-60,West,Free
U16199,Male,26-35,South,Free
U51268,Male,36-45,Northeast,Premium
U29031,Male,60+,Pan-India,Free
U56126,Female,18-25,Northeast,Premium
U42327,Other,<18,North,Free
U53011,Female,60+,South,Basic
U44936,Female,26-35,East,Free
U57966,Female,46-60,Pan-India,Free
U46815,Other,26-35,East,Premium
U52985,Other,60+,West,Premium
U36832,Other,<18,North,Basic
U20503,Female,60+,North,Basic
U34849,Female,46-60,Central,Premium
U27615,Male,60+,Northeast,Free
U23240,Female,36-45,Northeast,Free
U16266,Other,18-25,Pan-India,Basic
U38363,Male,18-25,West,Free
U38187,Male,<18,Central,Basic
U21234,Male,<18,Central,Premium
U25724,Other,18-25,West,Free
U44975,Male,36-45,West,Premium
U14242,Female,46-60,West,Free
U56215,Other,60+,West,Free
U51030,Female,26-35,Pan-India,Free
U19891,Other,60+,South,Free
U10573,Other,<18,North,Basic
U26705,Other,<18,North,Free
U15006,Male,<18,Pan-India,Basic
U29689,Other,<18,North,Basic
U18781,Male,26-35,East,Free
U22894,Other,26-35,West,Free
U49352,Male,26-35,North,Basic
U40374,Other,60+,Central,Basic
U23562,Male,36-45,South,Premium
U28875,Female,26-35,North,Basic
U12066,Other,26-35,West,Basic
U55434,Male,46-60,Pan-India,Premium
U35965,Female,18-25,East,Free
U35064,Female,60+,Northeast,Free
U16778,Female,<18,Pan-India,Basic
U31000,Male,26-35,East,Free
U46769,Male,<18,South,Free
U26550,Male,46-60,East,Premium
U38626,Other,36-45,Northeast,Free
U44654,Male,36-45,South,Premium
U53261,Male,36-45,East,Free
U44945,Female,<18,Northeast,Premium
U30944,Female,60+,North,Premium
U42137,Male,60+,Pan-India,Free
U50648,Other,26-35,Northeast,Basic
U10263,Female,18-25,South,Free
U21080,Male,36-45,North,Free
U41030,Male,46-60,East,Free
U39445,Other,46-60,South,Basic
U26628,Male,<18,Northeast,Basic
U29999,Male,26-35,East,Premium
U46020,Male,<18,Pan-India,Basic
U11168,Other,18-25,North,Premium
U41850,Other,18-25,Central,Basic
U27278,Other,46-60,Pan-India,Premium
U48947,Male,18-25,North,Free
U11147,Female,26-35,South,Basic
U12348,Other,18-25,North,Basic
U44335,Female,46-60,South,Premium
U49007,Other,60+,Pan-India,Premium
U30049,Other,18-25,South,Free
U48707,Male,60+,Pan-India,Basic
U12303,Male,18-25,Northeast,Free
U37942,Other,18-25,North,Premium
U24212,Male,<18,Northeast,Free
U14897,Female,36-45,South,Free
U50875,Male,36-45,Central,Basic
U27230,Male,60+,Central,Premium
U46376,Female,60+,Central,Premium
U53423,Other,26-35,East,Basic
U39492,Male,36-45,Pan-India,Premium
U39736,Female,60+,Central,Basic
U25565,Female,46-60,South,Free
U12274,Other,<18,North,Basic
U58131,Male,<18,Pan-India,Premium
U54878,Male,46-60,East,Basic
U22940,Female,46-60,South,Premium
U19804,Female,36-45,South,Basic
U39904,Male,26-35,Northeast,Premium
U25278,Other,26-35,West,Free
U25243,Male,46-60,Pan-India,Basic
